"survey_pk"	"surveyID"	"samplingPerformedBy"	"verbatimSiteNames"	"isSamplingEffortReported"	"hasMaterialSamples"	"event_fk"	"verbatimTargetScope"	"protocolNames"	"protocolDescriptions"	"protocolReferences"	"isAbundanceReported"	"materialSampleTypes"	"verbatimSiteDescription"
"P357.1A"	"P357.1A"	"P357"	"DOFAtlasIIIQuadrantID: 4777"	"true"	"true"	"P357.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P357.1B"	"P357.1B"	"P357"	"DOFAtlasIIIQuadrantID: 4777"	"true"	"true"	"P357.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P357.2A"	"P357.2A"	"P357"	"DOFAtlasIIIQuadrantID: 4776"	"true"	"true"	"P357.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture"
"P357.2B"	"P357.2B"	"P357"	"DOFAtlasIIIQuadrantID: 4776"	"true"	"true"	"P357.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture"
"P358.1A"	"P358.1A"	"P358"	"DOFAtlasIIIQuadrantID: 5721"	"true"	"true"	"P358.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P358.1B"	"P358.1B"	"P358"	"DOFAtlasIIIQuadrantID: 5721"	"true"	"true"	"P358.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P358.2A"	"P358.2A"	"P358"	"DOFAtlasIIIQuadrantID: 5711"	"true"	"true"	"P358.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"
"P358.2B"	"P358.2B"	"P358"	"DOFAtlasIIIQuadrantID: 5711"	"true"	"true"	"P358.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"
"P359.1A"	"P359.1A"	"P359"	"DOFAtlasIIIQuadrantID: 4885"	"true"	"true"	"P359.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: beach meadow, meadow, intensive agriculture, semi-intensive agriculture"
"P359.1B"	"P359.1B"	"P359"	"DOFAtlasIIIQuadrantID: 4885"	"true"	"true"	"P359.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: beach meadow, meadow, intensive agriculture, semi-intensive agriculture"
"P359.2A"	"P359.2A"	"P359"	"DOFAtlasIIIQuadrantID: 4876"	"true"	"true"	"P359.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, beach meadow, marsh"
"P359.2B"	"P359.2B"	"P359"	"DOFAtlasIIIQuadrantID: 4876"	"false"	"false"	"P359.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: wet | subland cover: meadow, beach meadow, marsh"
"P360.2A"	"P360.2A"	"P360"	"DOFAtlasIIIQuadrantID: 4738"	"true"	"true"	"P360.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P360.2B"	"P360.2B"	"P360"	"DOFAtlasIIIQuadrantID: 4738"	"true"	"true"	"P360.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P361.1A"	"P361.1A"	"P361"	"DOFAtlasIIIQuadrantID: 7627"	"true"	"true"	"P361.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P361.1B"	"P361.1B"	"P361"	"DOFAtlasIIIQuadrantID: 7627"	"true"	"true"	"P361.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: forest"
"P361.2A"	"P361.2A"	"P361"	"DOFAtlasIIIQuadrantID: 6606"	"true"	"true"	"P361.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P361.2B"	"P361.2B"	"P361"	"DOFAtlasIIIQuadrantID: 6606"	"true"	"true"	"P361.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P362.1A"	"P362.1A"	"P362"	"DOFAtlasIIIQuadrantID: 6560"	"true"	"true"	"P362.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P362.1B"	"P362.1B"	"P362"	"DOFAtlasIIIQuadrantID: 6560"	"true"	"true"	"P362.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P362.2A"	"P362.2A"	"P362"	"DOFAtlasIIIQuadrantID: 6678"	"true"	"true"	"P362.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P362.2B"	"P362.2B"	"P362"	"DOFAtlasIIIQuadrantID: 6678"	"true"	"true"	"P362.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: urban"
"P364.1A"	"P364.1A"	"P364"	"DOFAtlasIIIQuadrantID: 6877"	"true"	"true"	"P364.1A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture"
"P364.1B"	"P364.1B"	"P364"	"DOFAtlasIIIQuadrantID: 6877"	"true"	"true"	"P364.1B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture"
"P364.2A"	"P364.2A"	"P364"	"DOFAtlasIIIQuadrantID: 6896"	"true"	"true"	"P364.2A"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"
"P364.2B"	"P364.2B"	"P364"	"DOFAtlasIIIQuadrantID: 6896"	"true"	"true"	"P364.2B"	"flying insects"	"car net"	"Volunteers drove back and forth with a insect net mounted on the rooftop of their car on predefined 5 km routes. They sampled insects during midday and early evening on a day of their choosing within the month of June. The full sampling protocl is shared in protocolReferences"	"Insectmobile sampling protocol: https://gbif.box.com/s/xw9heja35filgxu1l5pny772ta9nik4g"	"false"	"PreservedOrganisms | MolecularDerivates"	"land cover: agriculture | subland cover: intensive agriculture, extensive agriculture"
